Sender,Sender Name,Receiver,Receiver Name,Seller GLN,Store GLN,Store Name,Region,City,Channel,Order Number,Invoice Number,Order Date,Delivery Date,Delivery Status,Line Number,Barcode,Product Code,Product Description,Product Category,Brand,Requested Qty,Unit of Measure,Unit Cost Price,Unit Selling Price,Discount (%),Net Extended Line Cost,Gross Sales (Before Discount),Profit Margin (%),Currency,Payment Method,Customer ID,Customer Type,Customer Segment,Customer Satisfaction (CSAT),Feedback Comment,Salesperson ID,Employee Attendance % (Month),Marketing Campaign ID,Campaign Channel,Supplier ID,Supplier Name,Supplier Rating,Lead Time (Days),Inventory Level (Before Sale),Stock Replenishment Date,Warehouse Utilization (%),Logistics Cost per Unit,Operational Cost Total,Forecasted Demand (Next Period),Actual Demand,AI Insight Summary
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Gauteng,Port Elizabeth,Retail,78043456,1505041999,19/07/2025,20/07/2025,Delivered,4,5.45E+12,1128,Stoney 01X24 440 Pet,Water,Bonaqua,11,CS,68.9,85.31,10,844.57,938.41,19.24,ZAR,EFT,CUST-1408,Wholesale,Frequent Buyer,4.6,Great service,EMP-3771,93,MKT-2025-04-BN,Billboard,SUP-5508,Coca Cola Beverages,4.9,1,316,13/08/2025,83,2.95,295.14,200,326,Customer satisfaction improving month-over-month
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Polokwane,Online,70749516,1098467124,01/03/2025,05/03/2025,Pending,8,5.45E+12,5757,Coke 04X06 300 Can,Alcoholic Beverages,Coca-Cola,8,CS,105.5,119.54,0,956.32,956.32,11.75,ZAR,Card,CUST-7432,Distributor,Occasional,3.8,Delayed delivery,EMP-9355,92,MKT-2025-06-SP,In-store,SUP-8561,Bonaqua Distributors,3.8,6,159,25/03/2025,72,4.56,328.28,335,313,Customer satisfaction improving month-over-month
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Port Elizabeth,Distributor,96292082,1323919204,29/09/2025,03/10/2025,In Transit,8,5.45E+12,1223,COKE LIGHT NS 04X06 300 CAN,Juice,Fanta,6,CS,137.36,175.5,5,1000.35,1053,21.73,ZAR,Cash,CUST-2797,Retail,Occasional,3.5,Product quality good,EMP-6036,91,MKT-2025-05-SP,Billboard,SUP-4986,Monster Energy,4.8,5,91,12/10/2025,83,2.84,487.76,312,325,High-performing SKU; demand increasing in coastal regions
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Western Cape,Richards Bay,Retail,57690091,1619956126,23/02/2025,26/02/2025,Delivered,2,5.45E+12,1223,COKE ZERO SUGAR 04X06 300 CAN,Water,Monster,20,CS,91.8,111.02,10,1998.36,2220.4,17.31,ZAR,Card,CUST-2266,Wholesale,New,4.6,Fast response,EMP-6147,89,MKT-2025-07-BN,In-store,SUP-2356,Bonaqua Distributors,4,1,201,10/03/2025,68,4.14,396.21,442,156,Product underperforming; consider promotion
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Eastern Cape,Johannesburg,Online,45120625,1994540480,13/08/2025,20/08/2025,Delivered,1,5.45E+12,9022,SPRITE ZERO 04X06 300 CAN,Soft Drinks,Coca-Cola,3,CS,149.49,176.76,5,503.77,530.28,15.43,ZAR,Card,CUST-9561,Distributor,Occasional,3.2,Fast response,EMP-6237,95,MKT-2025-09-SP,Billboard,SUP-6326,Coca Cola Beverages,4.1,4,229,03/09/2025,80,2.06,383.34,299,222,High-performing SKU; demand increasing in coastal regions
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Limpopo,Johannesburg,Distributor,15363199,1862265702,07/10/2025,11/10/2025,In Transit,4,5.45E+12,6451,Sparl Crem Soda 04X06 300 Can,Soft Drinks,Fanta,20,CS,51.28,57.11,0,1142.2,1142.2,10.21,ZAR,EFT,CUST-5579,Retail,Frequent Buyer,4.5,Great service,EMP-3132,87,MKT-2025-06-CC,TV,SUP-7277,Monster Energy,4.9,2,404,25/10/2025,65,2,349.47,450,334,High-performing SKU; demand increasing in coastal regions
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Eastern Cape,Johannesburg,Retail,92268924,1266069948,11/07/2025,16/07/2025,Pending,7,5.45E+12,9338,Sparl Sparberry 04X06 300 Can,Soft Drinks,Fanta,3,CS,147.21,165.07,0,495.21,495.21,10.82,ZAR,Cash,CUST-9720,Wholesale,Frequent Buyer,4.6,Delayed delivery,EMP-4522,93,MKT-2025-05-BN,TV,SUP-9714,Coca Cola Beverages,4.2,3,316,21/07/2025,62,3.85,321.03,397,438,Sales dropping slightly in inland areas
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Polokwane,Distributor,19573486,1580393875,02/08/2025,06/08/2025,Delivered,7,5.45E+12,4786,COKE ZSZC 04X06 300 CAN,Water,Monster,10,CS,121.78,164.95,10,1484.55,1649.5,26.17,ZAR,EFT,CUST-6503,Distributor,High Value,3.5,Great service,EMP-5780,88,MKT-2025-07-FT,Social Media,SUP-5309,Coca Cola Beverages,4.8,6,236,25/08/2025,80,4.06,234.05,273,289,Sales dropping slightly in inland areas
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Cape Town,Online,68358964,1378912842,08/09/2025,11/09/2025,In Transit,9,5.45E+12,5232,Fanta Orange 01X06 2000 Shr,Alcoholic Beverages,Sprite,14,CS,93.91,140.43,10,1769.42,1966.02,33.13,ZAR,Card,CUST-8038,Retail,High Value,2.6,Average experience,EMP-6595,93,MKT-2025-12-SP,In-store,SUP-1069,Monster Energy,4.1,2,463,30/09/2025,87,3.36,264.28,271,209,Sales dropping slightly in inland areas
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Eastern Cape,Port Elizabeth,Online,39050326,1986000279,31/07/2025,04/08/2025,In Transit,10,5.45E+12,8315,FANTA GRAPE 01X06 2000 SHR,Juice,Fanta,17,CS,62.4,77.78,5,1256.15,1322.26,19.77,ZAR,Cash,CUST-3567,Retail,New,5,Fast response,EMP-7956,89,MKT-2025-03-BN,Social Media,SUP-5478,Monster Energy,4.8,5,381,10/08/2025,79,3.6,251.95,385,424,Sales dropping slightly in inland areas
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,KwaZulu-Natal,Polokwane,Retail,11008084,1074439285,16/02/2025,17/02/2025,In Transit,4,5.45E+12,7981,COKE LIGHT NS 01X06 2250 SHR,Alcoholic Beverages,Bonaqua,9,CS,52.87,61.67,5,527.28,555.03,14.27,ZAR,Cash,CUST-1764,Distributor,Occasional,4.4,Delayed delivery,EMP-7963,100,MKT-2025-09-SP,In-store,SUP-7031,Monster Energy,3.7,6,499,05/03/2025,60,4.24,111.91,337,240,Consistent performance across channels
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Eastern Cape,Port Elizabeth,Online,23304047,1679293281,24/01/2025,31/01/2025,Pending,9,5.45E+12,1633,Sparl Crem Soda 01X06 2000 Shr,Energy Drinks,Fanta,8,CS,139,185.36,0,1482.88,1482.88,25.01,ZAR,EFT,CUST-6868,Retail,High Value,3.7,Product quality good,EMP-3892,93,MKT-2025-04-CC,Social Media,SUP-7438,Coca Cola Beverages,4.7,5,201,04/02/2025,65,2.48,378.1,217,256,Product underperforming; consider promotion
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Gauteng,Cape Town,Retail,91669963,1377824391,25/02/2025,27/02/2025,In Transit,6,5.45E+12,9352,Stoney 01X06 2000 Shr,Soft Drinks,Fanta,18,CS,91.04,113.09,5,1933.84,2035.62,19.5,ZAR,Card,CUST-5964,Retail,High Value,2.6,Fast response,EMP-8737,95,MKT-2025-09-BN,TV,SUP-4579,Bonaqua Distributors,3.7,2,323,18/03/2025,85,2.94,301.75,358,375,Customer satisfaction improving month-over-month
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,OR TAMBO AIRPORT,Western Cape,Polokwane,Retail,53759934,1181215620,12/07/2025,18/07/2025,Delivered,1,5.45E+12,4720,COKE NO SUGAR 01X06 2250 SHR,Soft Drinks,Sprite,15,CS,115.11,166.89,0,2503.35,2503.35,31.03,ZAR,Cash,CUST-1595,Retail,New,2.9,Fast response,EMP-9766,96,MKT-2025-01-FT,TV,SUP-4867,Coca Cola Beverages,4.7,5,456,28/07/2025,87,1.08,381.43,325,189,Product underperforming; consider promotion
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,KwaZulu-Natal,Port Elizabeth,Retail,17930645,1163090726,22/08/2025,27/08/2025,Pending,7,5.45E+12,8889,SPRITE ZERO 01X06 2250 SHR,Alcoholic Beverages,Monster,13,CS,99.91,122.68,10,1435.36,1594.84,18.56,ZAR,Card,CUST-1338,Retail,High Value,4.4,Average experience,EMP-6388,92,MKT-2025-04-FT,Billboard,SUP-2081,Coca Cola Beverages,3.7,2,365,15/09/2025,72,4.34,421.38,288,404,Sales dropping slightly in inland areas
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,KwaZulu-Natal,Johannesburg,Online,10075540,1003411820,06/03/2025,11/03/2025,In Transit,3,5.45E+12,9740,Sprite Ls 01X06 2000 Shr,Water,Coca-Cola,9,CS,74.29,86.12,10,697.57,775.08,13.74,ZAR,EFT,CUST-4076,Wholesale,New,2.5,Average experience,EMP-2571,96,MKT-2025-07-CC,Social Media,SUP-3809,Coca Cola Beverages,4.8,7,140,01/04/2025,95,3.05,161.21,275,351,Product underperforming; consider promotion
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Gauteng,Richards Bay,Online,11734598,1647961845,13/09/2025,18/09/2025,Pending,7,5.45E+12,3530,COKE ZSZC 01X06 2250 PET,Energy Drinks,Monster,9,CS,117.52,147.95,10,1198.39,1331.55,20.57,ZAR,Cash,CUST-8149,Wholesale,Frequent Buyer,4.1,Fast response,EMP-8282,98,MKT-2025-06-SP,In-store,SUP-6535,Coca Cola Beverages,4.5,3,419,27/09/2025,60,4.14,103.31,390,450,Customer satisfaction improving month-over-month
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Limpopo,Johannesburg,Retail,26315745,1904657673,25/04/2025,01/05/2025,Delivered,3,5.45E+12,9600,24X200Ml Soda Water,Water,Bonaqua,3,CS,137.63,202.33,0,606.99,606.99,31.98,ZAR,Card,CUST-7654,Retail,High Value,4.6,Average experience,EMP-4769,89,MKT-2025-11-BN,Social Media,SUP-5866,Coca Cola Beverages,4.9,5,81,11/05/2025,73,3.19,296.28,468,437,Product underperforming; consider promotion
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Western Cape,Cape Town,Online,44351275,1181839934,05/05/2025,07/05/2025,Pending,9,5.45E+12,3245,24X275Ml Grapetise R,Soft Drinks,Monster,8,CS,96.51,115.25,0,922,922,16.26,ZAR,Card,CUST-7842,Retail,New,4.6,Fast response,EMP-2991,95,MKT-2025-10-SP,In-store,SUP-1145,Coca Cola Beverages,4.3,1,423,28/05/2025,87,3.3,90.33,206,205,High-performing SKU; demand increasing in coastal regions
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Western Cape,Richards Bay,Distributor,95260950,1300792782,06/10/2025,11/10/2025,Delivered,8,5.45E+12,1963,TWIST GRANDILLA 01X06 2000 SHR,Soft Drinks,Fanta,6,CS,101.73,137.94,10,744.88,827.64,26.25,ZAR,Card,CUST-3178,Wholesale,High Value,4.8,Delayed delivery,EMP-8523,97,MKT-2025-08-FT,Billboard,SUP-5655,Coca Cola Beverages,4.2,3,455,01/11/2025,93,4.37,253.2,366,304,Consistent performance across channels
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Eastern Cape,Johannesburg,Retail,29784508,1948859033,18/07/2025,23/07/2025,Delivered,3,5.45E+12,5738,SPARL CREM SODA 01X06 2000 SHR,Water,Monster,4,CS,84.95,123.21,10,443.56,492.84,31.05,ZAR,EFT,CUST-9763,Distributor,New,3.6,Great service,EMP-1666,90,MKT-2025-04-CC,TV,SUP-9057,Monster Energy,4.5,7,242,03/08/2025,82,4.91,241.48,230,301,Product underperforming; consider promotion
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Eastern Cape,Johannesburg,Online,14073839,1213768342,03/03/2025,04/03/2025,Delivered,2,5.45E+12,3764,TWIST LEMON 01X06 2000 SHR,Soft Drinks,Fanta,12,CS,139.74,178.93,5,2039.8,2147.16,21.9,ZAR,Cash,CUST-6063,Wholesale,High Value,3,Product quality good,EMP-5082,91,MKT-2025-06-BN,In-store,SUP-1228,Coca Cola Beverages,4.6,7,406,29/03/2025,81,1.9,279.41,497,298,Sales dropping slightly in inland areas
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Limpopo,Johannesburg,Distributor,76023420,1100632810,17/04/2025,24/04/2025,Pending,7,5.45E+12,5999,SPARL SPARBERRY 01X06 2000 SHR,Juice,Coca-Cola,6,CS,103.88,115.49,0,692.94,692.94,10.05,ZAR,Card,CUST-6794,Distributor,High Value,2.7,Fast response,EMP-1312,97,MKT-2025-12-CC,Social Media,SUP-6864,Monster Energy,4.7,3,443,30/04/2025,66,1.07,429.83,297,375,High-performing SKU; demand increasing in coastal regions
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Eastern Cape,Johannesburg,Retail,27208428,1628748555,13/08/2025,14/08/2025,Delivered,7,5.45E+12,1332,FANTA PINE 01X06 2000 SHR,Soft Drinks,Coca-Cola,1,CS,105.3,147.89,10,133.1,147.89,28.8,ZAR,EFT,CUST-8098,Wholesale,Occasional,3.1,Great service,EMP-3706,87,MKT-2025-05-FT,TV,SUP-3512,Bonaqua Distributors,4.6,2,302,05/09/2025,61,3.96,377.53,301,274,Product underperforming; consider promotion
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Limpopo,Johannesburg,Distributor,33846678,1021730068,10/02/2025,12/02/2025,In Transit,1,5.45E+12,8115,SPARL APPLE 01X06 2000 SHR,Alcoholic Beverages,Coca-Cola,20,CS,54.17,76.55,10,1377.9,1531,29.24,ZAR,Card,CUST-1413,Retail,New,3.3,Great service,EMP-9615,90,MKT-2025-04-CC,TV,SUP-6651,Monster Energy,3.7,7,449,21/02/2025,71,4.52,216.17,363,317,Sales dropping slightly in inland areas
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Western Cape,Polokwane,Online,45296163,1617063450,09/08/2025,12/08/2025,Delivered,4,5.45E+12,1301,TWIST LEMON 01X24 440 PET,Energy Drinks,Bonaqua,18,CS,113.81,131.67,5,2251.56,2370.06,13.56,ZAR,Cash,CUST-1413,Wholesale,New,3.5,Great service,EMP-2891,93,MKT-2025-10-SP,In-store,SUP-3155,Bonaqua Distributors,4.7,2,419,07/09/2025,87,2.17,284.43,375,319,Product underperforming; consider promotion
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Gauteng,Port Elizabeth,Online,75591629,1451890517,07/04/2025,14/04/2025,Delivered,1,5.45E+12,7790,COKE 01X24 300 PET PP,Soft Drinks,Coca-Cola,1,CS,73.96,97.47,0,97.47,97.47,24.12,ZAR,Cash,CUST-7499,Wholesale,Occasional,4,Product quality good,EMP-2572,95,MKT-2025-04-CC,Billboard,SUP-8744,Bonaqua Distributors,4.9,4,131,15/04/2025,66,4.87,246.19,404,193,Customer satisfaction improving month-over-month
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Gauteng,Richards Bay,Online,58735306,1086316195,15/05/2025,20/05/2025,Delivered,4,5.45E+12,4969,STONEY 01X24 300 PET PP,Water,Sprite,6,CS,122.47,180.55,0,1083.3,1083.3,32.17,ZAR,Card,CUST-1708,Distributor,New,4.1,Average experience,EMP-8684,91,MKT-2025-06-FT,In-store,SUP-4571,Coca Cola Beverages,4.5,1,137,28/05/2025,76,2.46,150.62,372,437,High-performing SKU; demand increasing in coastal regions
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Gauteng,Port Elizabeth,Distributor,15111503,1800440116,23/04/2025,30/04/2025,Delivered,9,5.45E+12,7448,SPRITE 01X24 300 PET PP,Energy Drinks,Coca-Cola,17,CS,126.46,184.14,0,3130.38,3130.38,31.32,ZAR,Card,CUST-7672,Distributor,New,4.2,Product quality good,EMP-1979,86,MKT-2025-07-BN,In-store,SUP-8347,Coca Cola Beverages,4.2,5,223,04/05/2025,90,2.3,114.95,287,301,Consistent performance across channels
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Western Cape,Polokwane,Retail,80152645,1084814701,04/07/2025,11/07/2025,Delivered,8,5.45E+12,5009,FANTA ORANGE 01X24 300 PET PP,Soft Drinks,Sprite,16,CS,120.42,168.83,5,2566.22,2701.28,28.67,ZAR,EFT,CUST-2057,Wholesale,High Value,3,Average experience,EMP-8842,86,MKT-2025-05-SP,TV,SUP-6108,Bonaqua Distributors,3.7,4,88,12/07/2025,92,2.81,345.78,478,161,Product underperforming; consider promotion
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Limpopo,Johannesburg,Retail,38739333,1807096124,03/05/2025,07/05/2025,Delivered,4,5.45E+12,3439,COKE 04X06 300ml PET,Soft Drinks,Sprite,16,CS,83.3,114.11,5,1734.47,1825.76,27,ZAR,EFT,CUST-1254,Distributor,High Value,3.4,Fast response,EMP-8701,87,MKT-2025-04-CC,Billboard,SUP-7300,Bonaqua Distributors,4,6,64,11/05/2025,69,2.77,393.24,301,247,Sales dropping slightly in inland areas
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Limpopo,Port Elizabeth,Distributor,93830809,1792660538,15/08/2025,16/08/2025,Delivered,9,5.45E+12,3831,Fanta Orange 01X06 2000 Shr,Water,Sprite,15,CS,132.86,190.13,0,2851.95,2851.95,30.12,ZAR,Card,CUST-9778,Retail,High Value,3.5,Average experience,EMP-4032,93,MKT-2025-06-CC,TV,SUP-6821,Monster Energy,4.9,3,279,28/08/2025,79,3.32,393.75,370,170,Product underperforming; consider promotion
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Eastern Cape,Port Elizabeth,Distributor,37536756,1545526322,10/07/2025,11/07/2025,Pending,3,5.45E+12,3442,Schw Tonic 01X12 1000 Shr,Soft Drinks,Monster,16,CS,82.04,110.17,5,1674.58,1762.72,25.53,ZAR,Cash,CUST-6186,Wholesale,Occasional,3.7,Fast response,EMP-5404,89,MKT-2025-07-FT,Billboard,SUP-5301,Bonaqua Distributors,4,7,432,02/08/2025,77,2.95,362.79,282,347,Consistent performance across channels
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Limpopo,Johannesburg,Online,12309645,1325645495,20/04/2025,26/04/2025,Delivered,6,5.45E+12,7467,Schw Ginger Ale 01X12 1000 Shr,Water,Bonaqua,2,CS,100.98,142.09,0,284.18,284.18,28.93,ZAR,EFT,CUST-7628,Distributor,New,4.3,Fast response,EMP-1549,92,MKT-2025-12-CC,TV,SUP-5977,Coca Cola Beverages,4.2,6,131,26/04/2025,69,1.78,261.57,366,274,Product underperforming; consider promotion
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Eastern Cape,Johannesburg,Retail,63684882,1679389466,07/01/2025,09/01/2025,Pending,1,5.45E+12,8262,Coke 01X12 1000 Shr,Soft Drinks,Sprite,4,CS,68.57,80.61,0,322.44,322.44,14.94,ZAR,EFT,CUST-7228,Distributor,High Value,3.9,Delayed delivery,EMP-6822,91,MKT-2025-10-SP,Social Media,SUP-9513,Monster Energy,4.1,5,452,01/02/2025,73,3.83,381.56,366,270,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Eastern Cape,Port Elizabeth,Retail,74190158,1675723706,20/07/2025,21/07/2025,Pending,1,5.45E+12,3783,Coke 01X12 1500 Shr,Water,Monster,10,CS,116.61,155.45,5,1476.77,1554.5,24.99,ZAR,EFT,CUST-3406,Wholesale,New,2.9,Great service,EMP-4517,88,MKT-2025-07-FT,Billboard,SUP-2549,Monster Energy,4,2,391,15/08/2025,95,4.13,325.98,409,218,Product underperforming; consider promotion
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Gauteng,Port Elizabeth,Retail,92234237,1783933242,19/09/2025,20/09/2025,In Transit,8,5.45E+12,8612,Sprite Ls 12X1500Ml Nrp,Soft Drinks,Fanta,20,CS,95.4,110.48,0,2209.6,2209.6,13.65,ZAR,Card,CUST-1936,Distributor,Occasional,2.6,Delayed delivery,EMP-2005,97,MKT-2025-07-FT,TV,SUP-8998,Bonaqua Distributors,3.6,3,385,26/09/2025,61,3.75,71.88,308,295,Product underperforming; consider promotion
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Gauteng,Richards Bay,Retail,95859050,1868763632,02/01/2025,07/01/2025,Pending,6,5.45E+12,7783,Bonaqua Still 04X06 500 Pet,Alcoholic Beverages,Fanta,15,CS,137.62,192.83,0,2892.45,2892.45,28.63,ZAR,EFT,CUST-4814,Wholesale,Frequent Buyer,3,Average experience,EMP-1090,96,MKT-2025-01-SP,In-store,SUP-1934,Coca Cola Beverages,3.8,3,320,13/01/2025,61,4.3,462.51,272,223,Consistent performance across channels
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,RICHARDS BAY CORP,Limpopo,Johannesburg,Retail,71977799,1107001689,16/08/2025,20/08/2025,Pending,9,5.45E+12,4591,Bonaqua Still 01X12 1500 Pet,Juice,Fanta,18,CS,148.9,197.01,10,3191.56,3546.18,24.42,ZAR,EFT,CUST-6882,Retail,Occasional,2.7,Average experience,EMP-8006,89,MKT-2025-05-FT,In-store,SUP-4157,Coca Cola Beverages,3.6,1,468,26/08/2025,82,4.9,151.38,361,264,Customer satisfaction improving month-over-month
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,WINDERMERE DBN,Western Cape,Johannesburg,Distributor,75424781,1565709571,23/02/2025,02/03/2025,In Transit,8,5.45E+12,3875,SPARL IRON BREW 01X06 2000 SHR,Juice,Bonaqua,5,CS,78.46,116.91,5,555.32,584.55,32.89,ZAR,EFT,CUST-1534,Wholesale,High Value,3.2,Product quality good,EMP-9197,96,MKT-2025-02-SP,In-store,SUP-9259,Coca Cola Beverages,4,5,138,07/03/2025,79,4.76,58.19,226,409,Customer satisfaction improving month-over-month
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,WINDERMERE DBN,Eastern Cape,Port Elizabeth,Distributor,98475326,1407586607,13/08/2025,16/08/2025,Pending,4,5.45E+12,4583,Twist Lemon 01X06 2000 Shr,Energy Drinks,Monster,13,CS,109.36,158,0,2054,2054,30.78,ZAR,EFT,CUST-9277,Retail,New,3,Product quality good,EMP-2931,90,MKT-2025-06-SP,Social Media,SUP-7898,Bonaqua Distributors,4.7,3,104,23/08/2025,78,3.72,91.07,497,164,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,WINDERMERE DBN,Gauteng,Johannesburg,Retail,12321607,1702036052,22/05/2025,27/05/2025,In Transit,9,5.45E+12,5839,Sparl Pine Nut 01X06 2000 Shr,Juice,Bonaqua,12,CS,143.74,210.18,0,2522.16,2522.16,31.61,ZAR,EFT,CUST-8888,Distributor,Frequent Buyer,2.7,Product quality good,EMP-9325,89,MKT-2025-05-CC,Billboard,SUP-2014,Bonaqua Distributors,3.9,7,239,31/05/2025,87,2.42,478.19,272,294,Consistent performance across channels
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,WINDERMERE DBN,Gauteng,Polokwane,Retail,19806996,1910745106,04/01/2025,07/01/2025,In Transit,2,5.45E+12,1467,Stoney 01X12 1500 Shr,Soft Drinks,Sprite,5,CS,50.21,62.53,0,312.65,312.65,19.7,ZAR,Card,CUST-5830,Retail,High Value,3.2,Great service,EMP-1213,85,MKT-2025-03-SP,TV,SUP-8776,Monster Energy,4.6,1,146,02/02/2025,69,3.02,58.77,458,360,Sales dropping slightly in inland areas
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,WINDERMERE DBN,Gauteng,Richards Bay,Retail,22087140,1150369131,22/03/2025,25/03/2025,In Transit,7,5.45E+12,4016,Coke 01X24 440 Pet,Juice,Sprite,18,CS,53.74,73.48,10,1190.38,1322.64,26.86,ZAR,EFT,CUST-9915,Distributor,High Value,3.5,Average experience,EMP-3437,93,MKT-2025-05-FT,Social Media,SUP-7103,Coca Cola Beverages,5,2,151,07/04/2025,66,3.39,449.18,372,165,Customer satisfaction improving month-over-month
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,WINDERMERE DBN,Gauteng,Polokwane,Retail,51066429,1629834519,25/07/2025,27/07/2025,In Transit,2,5.45E+12,3923,COKE NO SUGAR 01X06 2250 SHR,Alcoholic Beverages,Monster,12,CS,51.43,60.92,0,731.04,731.04,15.58,ZAR,Card,CUST-4954,Distributor,Frequent Buyer,5,Fast response,EMP-1214,93,MKT-2025-03-SP,In-store,SUP-6371,Monster Energy,3.7,7,139,16/08/2025,78,2.62,378.81,209,381,Customer satisfaction improving month-over-month
